query name,avg_round
shutdown connection for reading,0.0
authenticate context initiator to context acceptor,0.0
return offset within array,0.0
remove component at index,0.0
return string along with alignment,0.0
provide hint as to have,0.0
insert menu item into menu,0.0
return row to node,0.0
return copy of the service context with given,0.0
obtain date from era,1.0
insert menu item with text,0.0
set number of columns for text area,0.0
return copy of this duration with duration,0.0
set list of thumbnails to list of bufferedimages,0.0
receive item events from check box menu item,0.0
write len bytes from byte array,0.0
set orientation to vertical,0.0
produce token for transfer,0.0
open file for writing,1.0
set data array element to int,1.0
give hint as to number of rows,0.0
combine instant with offset,0.0
return text between indices,0.0
set attributes for part of the document,0.0
return size of this component in form of a dimension object,0.0
tile image in output stream,0.0
return permissioncollection object for storing,1.0
return copy of this zoneddatetime with number of nanoseconds,0.0
write boolean to sqloutputimpl,0.0
get connection from connector server,0.0
get era at date,0.0
create position within content,0.0
acquire permit from semaphore,1.0
bring dialog panel with icon,0.0
create rowsorter for table,0.0
return copy of this offsetdatetime with number of days,0.0
install defaults for viewport,0.0
insert string into character sequence,0.0
add component to end of this list,0.0
impose pages upon sides of the print medium,0.0
return path for row,0.0
retrieve values of roles with names,0.0
open connection to object,0.0
uninstall event listeners from ui,0.0
invoke getaccessiblechildrencount method on ui,0.0
return amount of memory in machine,0.0
return int element in iteration,0.0
receive datagram packet from socket,0.0
set size of this component to value,1.0
register activation descriptor for object,0.0
print multidoc with job attributes,0.0
add object in set of observed mbeans,1.0
return number of children in currently,0.0
move column to newindex,0.0
set properties on textfield,0.0
return reflection delay time in microseconds,0.0
get policy on continue,0.0
set value in map field,0.0
read value from input stream,1.0
invoke update method on ui,0.0
return foreground color for cells,0.0
get inputstream for file object,0.0
return channel upon acquired,0.0
write array of bytes to output stream,0.0
return hashcode for certification path,0.0
remove child component from pane,0.0
return package given name,0.0
check tile for writing,0.0
call method on statementeventlisteners,1.0
register activation descriptor for object,0.0
read webrowset object from input stream,0.0
set tag value for task,0.0
create service loader for service type,1.0
add long to list of parameters,0.0
set position to position,0.0
create connector client for connector server,0.0
remove object from set of observed mbeans,0.0
change name of this element to newname,0.0
return copy of this formatter with locale,0.0
return number of rows in model,0.0
return bias for drop index,0.0
convert date time to date time,0.0
convert collationkey to sequence of bits,0.0
return list of memorymanagermxbean objects in machine,0.0
return string table for class printerstatereason,0.0
broadcast update of a set of samples in thumbnail image,0.0
return action for input errors,0.0
invoke getpreferredsize method on ui,0.0
set data array element in bank,1.6
convert array of bytes into instance of class class,1.0
adjust object as object,0.0
retarget event to source,0.0
return representation of the specified point value according to ieee point format bit layout,1.0
write property list in properties table,1.0
write bytes of length information to output stream,1.0
get value of the named short field from field,0.0
render glyphs as subscript,0.0
set label for menu item,0.0
create link for file,0.0
return comparator with comparator,0.0
convert point to coordinate system,0.0
read fields from stream,0.0
set rectangle of this shape based on center point2d,0.0
obtain midi in receiver,0.0
obtain instance of offsetdatetime from text string,0.0
compare obj for equality,0.0
return tempo factor for sequencer,0.0
query number of holds by thread,0.0
get serialnumber value from certificate,0.0
get octet string for extension value,0.0
set time as unit,1.0
receive mouse motion events from trayicon,0.0
connect reader to writer src,0.0
combine date with time,1.0
retrieve attribute value by name,0.0
apply queryexp on mbean,0.0
set parent for logger,0.0
parse text from string,1.0
add listener to mbean,0.0
move caret position to position,1.0
compare rowid to object,0.0
return intstream with range of the specified array,0.0
set orientation for scroll bar,0.0
get zone as such,0.0
set parameter to int,0.0
set icon for button,1.0
get object for key,0.0
set parameter in command,0.0
set keyboardfocusmanager instance for context,0.0
retrieve context for resolving,0.0
return parent class loader for delegation,0.0
set identifier for table,0.0
return hash code value for compositetype instance,0.0
visit array value in annotation,0.0
set future to result of computation,0.0
set space for margin,0.0
set readonly property to boolean,0.0
append character sequence to writer,0.0
parse authority component into user information,0.0
obtain date from epoch day,1.0
select text dataflavor from array of dataflavors,0.0
store contents of the model into stream,0.0
get gap between components,1.0
come tooltip text from text,0.0
get history of rules for zone,0.0
initialize factory with source of certificate authorities,0.0
